,-0.75V,-1.0V,-1.25V,-1.5V,-1.75V,-2.0V,-2.1V,-2.2V,-2.3V,-2.4V,-2.5V,-2.6V,-2.7V,-2.8V,3.1V,3.2V,3.3V,3.4V,3.5V,3.6V,3.7V,3.8V,3.9V,4.0V,4.1V,4.2V,4.3V,4.4V,4.5V,4.6V
421,,,,,,,,,5.12214569E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
422,,,,,,,,,5.18126114E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
423,,,,,,,,,5.23914423E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
424,,,,,,,,,5.8193632E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
425,,,,,,,,,5.21704862E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
426,,,,,,,,,5.29753549E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
427,,,,,,,,,5.22467076E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
428,,,,,,,,,5.14617568E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
429,,,,,,,,,5.22941036E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
430,,,,,,,,,5.18781405E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
431,,,,,,,,,5.26023939E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
432,,,,,,,,,5.25850226E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
433,,,,,,,,,5.39450014E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
434,,,,,,,,,5.31212493E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
435,,,,,,,,,5.31475791E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
436,,,,,,,,,5.31233468E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
437,,,,,,,,,5.26618237E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
438,,,,,,,,,5.25680093E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
439,,,,,,,,,5.3576116E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
440,,,,,,,,,5.37190715E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
441,,,,,,,,,5.52269171E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
442,,,,,,,,,5.42020018E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
443,,,,,,,,,5.42172529E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
444,,,,,,,,,5.56634461E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
445,,,,,,,,,5.65287053E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
446,,,,,,,,,5.53934115E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
447,,,,,,,,,5.57129567E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
448,,,,,,,,,5.48697301E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
449,,,,,,,,,5.54639371E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
450,,,,,,,,,5.51829089E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
451,,,,,,,,,5.49165406E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
452,,,,,,,,,5.40562269E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
453,,,,,,,,,5.43590261E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
454,,,,,,,,,5.40070346E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
455,,,,,,,,,5.39655048E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
456,,,,,,,,,5.3724284E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
457,,,,,,,,,5.51468645E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
458,,,,,,,,,5.50127766E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
459,,,,,,,,,5.42795192E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
460,,,,,,,,,5.3984121E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
461,,,,,,,,,5.45093144E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
462,,,,,,,,,5.53857319E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
463,,,,,,,,,5.34305855E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
464,,,,,,,,,5.27344639E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
465,,,,,,,,,5.38062238E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
466,,,,,,,,,5.30362115E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
467,,,,,,,,,5.29807494E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
468,,,,,,,,,5.2859059E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
469,,,,,,,,,5.41085626E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
470,,,,,,,,,5.40842564E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
471,,,,,,,,,5.45182388E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
472,,,,,,,,,5.79549237E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
473,,,,,,,,,5.49810807E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
474,,,,,,,,,5.73273326E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
475,,,,,,,,,5.53483289E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
476,,,,,,,,,5.55452061E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
477,,,,,,,,,5.59900116E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
478,,,,,,,,,5.52502001E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
479,,,,,,,,,5.51284984E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
480,,,,,,,,,5.69513873E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
481,,,,,,,,,5.49442177E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
482,,,,,,,,,5.4711029E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
483,,,,,,,,,5.53066798E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
484,,,,,,,,,5.53957307E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
485,,,,,,,,,5.6218397E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
486,,,,,,,,,5.63754497E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
487,,,,,,,,,5.69253416E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
488,,,,,,,,,5.4877512E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
489,,,,,,,,,5.63021615E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
490,,,,,,,,,5.65299274E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
491,,,,,,,,,5.53813834E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
492,,,,,,,,,5.4635683E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
493,,,,,,,,,5.55789029E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
494,,,,,,,,,5.87593036E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
495,,,,,,,,,6.03084231E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
496,,,,,,,,,5.80675533E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
497,,,,,,,,,5.81440133E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
498,,,,,,,,,5.76390619E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
499,,,,,,,,,5.6045775E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
500,,,,,,,,,5.70636928E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
501,,,,,,,,,,5.93386005E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
502,,,,,,,,,,6.2349568E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
503,,,,,,,,,,5.77030164E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
504,,,,,,,,,,5.80782171E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
505,,,,,,,,,,5.76331502E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
506,,,,,,,,,,5.77502419E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
507,,,,,,,,,,5.90040941E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
508,,,,,,,,,,5.74388537E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
509,,,,,,,,,,5.80734991E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
510,,,,,,,,,,5.8055457E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
511,,,,,,,,,,5.99730924E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
512,,,,,,,,,,5.90692423E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
513,,,,,,,,,,6.0175347E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
514,,,,,,,,,,5.66702511E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
515,,,,,,,,,,5.83608539E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
516,,,,,,,,,,5.83764916E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
517,,,,,,,,,,5.81330653E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
518,,,,,,,,,,5.88026751E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
519,,,,,,,,,,5.88852686E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
520,,,,,,,,,,5.88733201E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
521,,,,,,,,,,5.932676E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
522,,,,,,,,,,5.8441583E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
523,,,,,,,,,,5.98302393E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
524,,,,,,,,,,5.8397751E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
525,,,,,,,,,,5.77845242E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
526,,,,,,,,,,6.09728204E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
527,,,,,,,,,,6.05001276E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
528,,,,,,,,,,6.13063264E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
529,,,,,,,,,,6.23773019E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
530,,,,,,,,,,6.20446997E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
531,,,,,,,,,,5.97856342E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
532,,,,,,,,,,5.9830046E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
533,,,,,,,,,,5.95668382E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
534,,,,,,,,,,5.94878713E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
535,,,,,,,,,,5.88420164E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
536,,,,,,,,,,5.93569325E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
537,,,,,,,,,,5.97510791E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
538,,,,,,,,,,6.01929344E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
539,,,,,,,,,,6.05437265E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
540,,,,,,,,,,6.00560213E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
541,,,,,,,,,,6.05793389E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
542,,,,,,,,,,6.02944624E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
543,,,,,,,,,,6.05379512E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
544,,,,,,,,,,6.29312638E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
545,,,,,,,,,,6.1549224E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
546,,,,,,,,,,6.12811732E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
547,,,,,,,,,,6.14725366E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
548,,,,,,,,,,6.07518984E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
549,,,,,,,,,,6.1149268E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
550,,,,,,,,,,6.0841586E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
551,,,,,,,,,,6.06472781E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
552,,,,,,,,,,6.01764498E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
553,,,,,,,,,,6.19419382E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
554,,,,,,,,,,6.00731767E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
555,,,,,,,,,,5.92662957E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
556,,,,,,,,,,6.25747191E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
557,,,,,,,,,,6.31626506E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
558,,,,,,,,,,6.08107371E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
559,,,,,,,,,,6.17889953E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
560,,,,,,,,,,6.06919286E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
561,,,,,,,,,,6.17399053E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
562,,,,,,,,,,6.36852747E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
563,,,,,,,,,,6.2469411E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
564,,,,,,,,,,6.38663437E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
565,,,,,,,,,,6.33884554E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
566,,,,,,,,,,6.3124196E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
567,,,,,,,,,,6.35133347E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
568,,,,,,,,,,6.35345657E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
569,,,,,,,,,,6.25062114E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
570,,,,,,,,,,6.21332333E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
571,,,,,,,,,,6.20228661E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
572,,,,,,,,,,6.20857293E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
573,,,,,,,,,,6.24886582E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
574,,,,,,,,,,6.27437771E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
575,,,,,,,,,,6.21996492E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
576,,,,,,,,,,6.2488084E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
577,,,,,,,,,,6.2621757E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
578,,,,,,,,,,6.29514432E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
579,,,,,,,,,,6.15270835E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
580,,,,,,,,,,6.11190558E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
581,,,,,,,,,,6.0335492E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
582,,,,,,,,,,6.76491652E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
583,,,,,,,,,,6.06619722E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
584,,,,,,,,,,6.04094112E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
585,,,,,,,,,,6.1790189E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
586,,,,,,,,,,6.14304838E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
587,,,,,,,,,,6.15813235E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
588,,,,,,,,,,6.16068291E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
589,,,,,,,,,,6.15495537E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
590,,,,,,,,,,6.07866696E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
591,,,,,,,,,,6.01452143E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
592,,,,,,,,,,6.09180518E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
593,,,,,,,,,,5.99988198E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
594,,,,,,,,,,6.17436172E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
595,,,,,,,,,,5.98795737E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
596,,,,,,,,,,6.0694623E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
597,,,,,,,,,,6.2430081E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
598,,,,,,,,,,6.2119193E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
599,,,,,,,,,,6.16510988E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
600,,,,,,,,,,6.11711471E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
601,,,,,,,,,,,6.25991788E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
602,,,,,,,,,,,6.21805839E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
603,,,,,,,,,,,6.22765469E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
604,,,,,,,,,,,6.30060242E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
605,,,,,,,,,,,6.34111188E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
606,,,,,,,,,,,6.40477481E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
607,,,,,,,,,,,6.35960134E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
608,,,,,,,,,,,6.49050548E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
609,,,,,,,,,,,6.49486594E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610,,,,,,,,,,,6.53014013E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
611,,,,,,,,,,,6.65996765E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
612,,,,,,,,,,,6.62012155E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
613,,,,,,,,,,,6.56617431E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
614,,,,,,,,,,,6.50880679E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
615,,,,,,,,,,,6.47722743E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
616,,,,,,,,,,,6.50183608E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
617,,,,,,,,,,,6.55185602E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
618,,,,,,,,,,,6.46963258E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
619,,,,,,,,,,,6.46902038E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
620,,,,,,,,,,,6.60588228E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
621,,,,,,,,,,,6.63499179E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
622,,,,,,,,,,,6.43908152E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
623,,,,,,,,,,,6.71034229E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
624,,,,,,,,,,,6.76063678E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
625,,,,,,,,,,,6.77251023E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
626,,,,,,,,,,,6.80062328E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
627,,,,,,,,,,,6.60332205E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
628,,,,,,,,,,,6.87850218E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
629,,,,,,,,,,,6.93759375E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
630,,,,,,,,,,,6.93938034E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
631,,,,,,,,,,,7.11706718E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
632,,,,,,,,,,,6.93580375E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
633,,,,,,,,,,,6.88017337E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
634,,,,,,,,,,,7.10344921E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
635,,,,,,,,,,,7.0885892E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
636,,,,,,,,,,,6.83816211E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
637,,,,,,,,,,,6.93099935E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
638,,,,,,,,,,,6.72153078E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
639,,,,,,,,,,,6.69209214E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
640,,,,,,,,,,,6.62423872E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
641,,,,,,,,,,,6.70316808E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
642,,,,,,,,,,,6.7194577E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
643,,,,,,,,,,,6.56967245E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
644,,,,,,,,,,,6.81379674E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
645,,,,,,,,,,,6.76597665E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
646,,,,,,,,,,,6.60512057E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
647,,,,,,,,,,,6.89075193E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
648,,,,,,,,,,,6.88324917E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
649,,,,,,,,,,,6.97269911E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
650,,,,,,,,,,,6.80931976E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
